Required_Flow_Rate,System_Pressure,Power_Consumption,Optimal_Speed
99.53568234304115,1.644002181187355,1653.3951671586815,1077.5569324897792
26.39110982967347,3.266043799870988,758.2632170842113,427.2132882902841
92.64079059832704,7.2231039054262425,6694.272201280389,1287.5631012545823
54.61292887322458,9.83928412952153,5331.277482000502,1038.0934952083223
91.89657826998591,6.989195167592223,6415.77830948474,1268.4255410794703
23.039724526381512,3.0543553788477515,637.4903003560264,383.1150142062028
15.866266299917678,4.747154541881332,664.4333482567844,396.02039009324335
34.79156584758406,5.885436878115286,2070.017288974873,642.1875023816049
86.1078024886935,9.74724669269357,8337.240191443489,1348.4403595216133
26.79501499552158,7.687566636174963,2057.4977711205515,652.3284817639639
91.01282336403204,2.254715389059763,2064.9749099098854,1022.8640030933086
95.9183041519924,5.993057012011511,5707.688908503811,1258.8358921204995
43.536868545441834,8.118690118939949,3454.504408647065,841.3031914014158
27.92750597340595,4.0685237088481,1151.145313319631,482.7012451764645
77.08401658362772,4.340722229473086,3302.7968901419963,987.8762773099315
91.03878390189037,9.42733564847901,8656.514177455201,1381.754621442854
14.773061100409745,6.0637660865326914,952.9529378665859,450.91891533073203
35.64475558626981,4.13102301419801,1541.8566652232803,562.9987065725986
26.815101172396588,2.3818743187126876,594.8673148052985,387.2447276596003
98.59971756613325,3.5913989122135614,3449.689976264369,1165.5671212720106
25.883644517400356,2.826318698210243,895.4212468542648,400.15238008451576
98.05435994367568,2.7915850253360794,2663.6054097601923,1120.1228507035607
24.459190390398135,6.319177777863833,1636.6705835543974,560.550792797173
88.29431932211239,3.4036672034292725,2872.7649651136426,1053.1265533925875
22.323453264043334,2.4476526532831437,559.6544190465077,345.6171653045905
83.61759357385176,7.406680843933911,6222.733400576325,1206.5099779352133
68.8653112201393,2.697811539668897,1893.8266649179664,823.5436891848378
16.50502015431371,5.7554111619690485,999.6398213385306,452.82075964158946
25.625590099779757,3.448147149881438,1025.86565678743,428.6632584918695
75.04465337380071,8.678665699743132,6514.835056547556,1184.3798187251637
27.086817764633004,7.347917973257613,1823.5782610335257,638.2640763092106
80.78851530449315,7.001222816493993,5608.063344786677,1157.946293869631
86.97464565938654,6.983538075271771,6186.729597002308,1218.923360357454
11.998874965085095,9.959674202442805,1181.8136172069924,617.9724597729912
20.953776684909272,3.767768927461393,885.411077964266,397.92621322216235
50.73595827591325,2.879765233011062,1381.7665776190613,651.3478444096856
90.86256874644812,8.328658980499771,7661.502049027657,1325.0586364894696
48.494730861385385,2.1644297994779667,1072.760809010053,593.1687985877521
49.616516337953115,7.736754071262667,3794.256748900601,883.0028669426645
60.717262240339224,2.2117027403138474,1270.9422982924061,717.7577594190847
26.47636724927051,5.7687454400174065,1505.2819717397138,553.2009444935754
41.277153906759665,1.7042467540325865,696.5617630992984,497.983876769226
86.28875384899096,6.605244192857238,5567.197227594649,1193.1497481327715
51.11303358746611,8.715474216676686,4536.565421830398,946.9040467084955
73.57470504233189,5.577085466903433,4031.587839678498,1014.6013237684905
92.62820133889588,3.2584367654639985,3017.898097273231,1089.2038516621587
19.234666592726768,4.61538869634581,637.7735845862956,423.11610074455814
30.40154036519123,2.3076912427416945,665.3958305542474,419.399965788997
54.30644609068631,8.667795880847503,4710.316336282298,976.4542549492382
19.74327353916532,2.8671378394455855,498.4988542432649,340.7896273639325
70.15831612271646,2.319564102797761,1486.7334402844351,817.5613663670526
27.21913794898822,7.475360683773419,1814.4448987849075,645.9594136785531
29.667728571013235,8.309877354490283,2558.615483967017,712.1711534346466
91.34172823645659,6.434341466395754,5858.772382183356,1235.1343556843535
39.029151627506856,1.0863263311409814,498.51872881078145,444.6078328321176
68.664768997592,7.282271306108871,5093.740829897743,1050.7612552813637
14.90695366744346,3.900760269316164,639.6447976798491,344.10755014024284
47.80149082964207,5.224484843768028,2718.8145051040406,739.2391504848222
12.074450088155185,5.156473445097549,830.7821689512708,378.5681731364293
40.99851779592586,3.9889408269760915,1513.2292856490842,609.4322193080632
68.08513882926289,9.834723866120886,6694.931630633167,1172.587581598673
33.91616726171784,9.215856884101258,3215.0692366103513,799.9545168222413
