Timestamp,Hour,Day,Vibration_Level,Usage_Frequency,Temperature,Usage_Label
2025-02-16 00:38:40.624328,0,6,1407.0548733323585,0.22231949756575392,26.69086291710252,Low Usage
2025-02-16 01:08:40.624328,1,6,2075.6902311251383,0.34722310409099194,26.84852974508998,Low Usage
2025-02-16 01:38:40.624328,1,6,2213.5170277003576,0.18258600135117,24.350436237849717,Low Usage
2025-02-16 02:08:40.624328,2,6,2026.9843340426737,0.17356028779060031,25.086238500309438,Low Usage
2025-02-16 02:38:40.624328,2,6,2074.1012098751726,0.1425759697305721,27.58606200897735,Low Usage
2025-02-16 03:08:40.624328,3,6,2061.622207483019,0.3123467353375801,27.042390602834654,Low Usage
2025-02-16 03:38:40.624328,3,6,1823.395321187644,0.3440381880106687,26.88869492176659,Low Usage
2025-02-16 04:08:40.624328,4,6,2033.5483072279067,0.1642344515944308,29.01599746755802,Low Usage
2025-02-16 04:38:40.624328,4,6,2265.644431062566,0.2557086485501558,28.439387573401614,Low Usage
2025-02-16 05:08:40.624328,5,6,1721.7962313790938,0.26543278867874104,31.048593716669238,Low Usage
2025-02-16 05:38:40.624328,5,6,2044.6851530751935,0.15157336162009638,31.678425743611008,Low Usage
2025-02-16 06:08:40.624328,6,6,1936.7111587763065,0.5246722590139566,29.65860693380974,Low Usage
2025-02-16 06:38:40.624328,6,6,2389.8974385948627,0.5808949248384726,29.76803177271666,Low Usage
2025-02-16 07:08:40.624328,7,6,2318.3254942681338,0.6582736379355919,33.237676884786005,High Usage
2025-02-16 07:38:40.624328,7,6,2551.6096558165796,0.5044974291372717,28.05672515879217,Low Usage
2025-02-16 08:08:40.624328,8,6,2154.0670128243,0.5387706873662667,28.079469484495142,Low Usage
2025-02-16 08:38:40.624328,8,6,2683.5999290937866,0.5845991948133012,29.54883981048678,Low Usage
2025-02-16 09:08:40.624328,9,6,2504.897074908863,0.5713150278502068,27.788603025386827,Low Usage
2025-02-16 09:38:40.624328,9,6,2810.122117912404,0.528416850211992,25.24409615624623,Low Usage
2025-02-16 10:08:40.624328,10,6,2048.471800119541,0.18347522364104274,27.171487534633112,Low Usage
2025-02-16 10:38:40.624328,10,6,1506.2654437806991,0.1444628676397423,26.81027924823687,Low Usage
