Timestamp,Vibration_Level,Vibration_Change,Motor_State
2025-03-18 00:38:40.660794,62.52230966500222,62.52230966500222,Stopped
2025-03-18 00:39:40.660794,6000.0,5937.4776903349975,Running
2025-03-18 00:40:40.660794,5849.325623369706,150.67437663029432,Running
2025-03-18 00:41:40.660794,5656.382466745387,192.94315662431836,Running
2025-03-18 00:42:40.660794,5647.610300595571,8.772166149816258,Running
2025-03-18 00:43:40.660794,5704.523465188433,56.913164592861904,Running
2025-03-18 00:44:40.660794,5611.097589494601,93.42587569383159,Running
2025-03-18 00:45:40.660794,5616.848363836776,5.750774342174736,Running
2025-03-18 00:46:40.660794,5565.821194347677,51.027169489098924,Running
2025-03-18 00:47:40.660794,5608.50945922316,42.68826487548267,Running
2025-03-18 00:48:40.660794,5526.718351667346,81.79110755581405,Running
2025-03-18 00:49:40.660794,5450.901888561337,75.816463106009,Running
2025-03-18 00:50:40.660794,5459.0775019662615,8.175613404924661,Running
2025-03-18 00:51:40.660794,5554.9324116700045,95.85490970374303,Running
2025-03-18 00:52:40.660794,5451.390775731424,103.54163593858084,Running
2025-03-18 00:53:40.660794,5439.046478341266,12.344297390157408,Running
2025-03-18 00:54:40.660794,5293.757067378114,145.28941096315248,Running
2025-03-18 00:55:40.660794,5336.173246496935,42.416179118820764,Running
2025-03-18 00:56:40.660794,5239.850437109574,96.3228093873604,Running
2025-03-18 00:57:40.660794,5259.893995236862,20.043558127287724,Running
2025-03-18 00:58:40.660794,5286.947101725101,27.053106488238882,Running
2025-03-18 00:59:40.660794,5248.376921878748,38.5701798463524,Running
2025-03-18 01:00:40.660794,5410.663757860731,162.28683598198222,Running
2025-03-18 01:01:40.660794,5353.9878308181105,56.67592704262006,Running
2025-03-18 01:02:40.660794,5283.485584458347,70.50224635976338,Running
2025-03-18 01:03:40.660794,5155.702523849021,127.78306060932573,Running
2025-03-18 01:04:40.660794,5184.8812337642785,29.17870991525706,Running
2025-03-18 01:05:40.660794,5355.646872779353,170.76563901507416,Running
2025-03-18 01:06:40.660794,5414.172397109325,58.52552432997254,Running
2025-03-18 01:07:40.660794,5352.65164785721,61.52074925211491,Running
2025-03-18 01:08:40.660794,5253.07745930775,99.5741885494599,Running
2025-03-18 01:09:40.660794,5304.865074045422,51.7876147376719,Running
2025-03-18 01:10:40.660794,5287.13201771857,17.73305632685242,Running
